basis,dCcons,dCcov,dCcontra,dL3,pts_cons,pts_cov,pts_contra,pts_qual,sum
floor-retained (frozen L2),0.18336000000000008,0.19002000000000008,0.003360000000000002,0.09207999999999927,2.7504000000000013,1.4251500000000006,0.025200000000000014,0.6445599999999949,4.845159999999996
rejudge-corrected (union L2),0.18336000000000008,0.19002000000000008,0.003360000000000002,0.09207999999999927,2.7504000000000013,1.4251500000000006,0.025200000000000014,0.6445599999999949,2.110359999999992
